place_id,place_name,gmaps_url,rating,user_rating_count,review_rating,review_text,publish_time
ChIJJdG2aIUX2jERXdYO5DvHju8,Prime Supermarket,https://maps.google.com/?cid=17261953481800865373&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.1,709,4,"Upgraded, modernised and refreshed. Bright lights, fresh smell and nice walk ways within the supermarket make for a good grocery shopping experience. Very well stocked up with fresh milks and fruits/ vegetables. Wines,
Sport drinks and medical supplies available at this location. Party supplies like charcoal, plates, cups and your chicken skewers. And what best is the eating place next to it. You can go buy your stuff as you wait for your food to arrive. Wow! Wait, that's SAM machine for stamp and 2 POSB ATM cash withdrawal machine. One of the two ATM allows u to deposit money too. Get your cravings of snacks satisfied with its 24hr concept but wait, u have to enter from the main entrance. The back entrance which is smaller is closed after 10pm and reopen 8am in the morning.",2017-09-11T10:52:44.408Z
ChIJJdG2aIUX2jERXdYO5DvHju8,Prime Supermarket,https://maps.google.com/?cid=17261953481800865373&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.1,709,5,Convenient and it is opened 24 hours. Sufficient selection of necessities. All the cashiers are old timers to the area and real friendly! Very much a Kampong Feel! Like an enlarged convenience store -  Kudos to Prime. There is a POSB ATM and cash deposit machine at the front entrance and an AXS payment at the rear entrance. Would bebgreat if it can have a wider selection of alcohol.,2022-02-20T12:27:08.115669Z
ChIJJdG2aIUX2jERXdYO5DvHju8,Prime Supermarket,https://maps.google.com/?cid=17261953481800865373&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.1,709,1,"Staffs are hardworking but publicly shamed me twice once when I was counting coins I tried to re count and the staff snatch it away from me and starts talking to the person behind me in Chinese and both laughed and the second was they pasted wrong price, thinking that it is on discount I took and said loudly in Chinese and went straight to the counter and showed it’s different price like I was the one who changed the price while the queue behind me stared at me as she rant in Chinese, instead of wonder what’s wrong in saying sorry there is a mistake instead of shaming people in crowd",2025-07-22T12:12:34.745104778Z
ChIJJdG2aIUX2jERXdYO5DvHju8,Prime Supermarket,https://maps.google.com/?cid=17261953481800865373&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.1,709,3,"This neighborhood supermarket fulfills your daily needs easily. If you don't need any fancy ingredients for cooking, this place will suffice. Though fresh fruits and vegetables sections are small, they have a fresh seafood section.

There's no self checkout counter but the staff was always efficient.",2023-10-01T13:50:44.375944Z
ChIJJdG2aIUX2jERXdYO5DvHju8,Prime Supermarket,https://maps.google.com/?cid=17261953481800865373&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.1,709,5,"Very glad I stumbled upon this supermarket
It’s got a good offering of local and special ingredients you might need for western food
For example you can find kale, baby spinach and banana flower.
I like that fruits and veggies are not prepackaged into plastic bags and boxes, you can pick what you need for the most part
Avoid tues and Thurs because they have discounts for seniors , it gets a little crowded on those days",2024-04-19T03:58:37.174952Z
ChIJw4l1XCUY2jERMsGnvzJKyjM,Sims Drive Medical Clinic,https://maps.google.com/?cid=3731876823054139698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,2.8,71,4,Been coming to this clinic for the last 7 years. Not sure why all the bad reviews. The only negative feedback I have is that waiting times can be long. The clinic assistants are quite neutral - neither friendly nor rude in all my interactions with them. The doctors - all 3 of them - are very experienced.,2025-05-23T04:57:08.543490Z
ChIJw4l1XCUY2jERMsGnvzJKyjM,Sims Drive Medical Clinic,https://maps.google.com/?cid=3731876823054139698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,2.8,71,1,"On the 11 Jan 2025. My first time visit this Clinic have a bad experience with Clinic Assistant. Checking with them about my company whether listed under this clinic. Inpatient reply’s and told me no the look unfriendly. I walk away from the clinic but I go back to the clinic and register. I have no choice due to very heavy rain. Waiting time for 1 hrs under one doctor on Duty.

Clinic staffs has serious problems . Hopefully can be corrected.

Finally waited for 1 hrs to see the doctor, Dr Chi was great, patient and attentive.",2025-01-12T01:50:43.142400Z
ChIJw4l1XCUY2jERMsGnvzJKyjM,Sims Drive Medical Clinic,https://maps.google.com/?cid=3731876823054139698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,2.8,71,1,"The staffs are friendly, lil slow but nevermind about that, the doctor was good. The thing that disappointed me was people who already left after receiving their numbers. When they come back again they are called in. For example: Patient number 19 left and now the running number is 25 and the 25th patient coming out from the treatment room, the patient number 26 waiting to go in but since patient number 19 is back he or she is called. TBH this is unfair for the people who are already waiting. If others can wait so can You and the clinic make this as a normal practice… Went for a very very bad back pain today entered the clinic between 10:40-11:00Hrs and because of this issue left the clinic almost at 13:15Hrs. Trully disappointed…",2025-03-09T06:32:19.302711Z
ChIJw4l1XCUY2jERMsGnvzJKyjM,Sims Drive Medical Clinic,https://maps.google.com/?cid=3731876823054139698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,2.8,71,5,I got Covid! So came here to get the confirmation and some medication. Saw the poor Google reviews and I have to say my experience was actually quite good. The receptionist was friendly and shared a lot about the protocol. The doctor is professional. The whole process was fast and efficient. Full marks for me definitely,2022-03-26T02:38:16.892736Z
ChIJw4l1XCUY2jERMsGnvzJKyjM,Sims Drive Medical Clinic,https://maps.google.com/?cid=3731876823054139698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,2.8,71,5,"Saw 3 experienced GPs for past 8 years since I moved to this neighbourhood. Just did my vaccinations via health hub appointment, Dr. Chi was very patient to advise various options. Clinic staff were helpful  to assist.",2025-08-07T08:36:15.677540333Z
ChIJpwIDRwAZ2jERR1DX82LLlE4,FunTan Singapore KINEX,https://maps.google.com/?cid=5662374257369763911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,3.4,23,5,"A super chill place to play maimai, Chunithm, Taiko and Wangan. A great option for focus and grinding.

Credits price (at time of writing):
$10 = 115 credits
$20 = 260 credits
$50 = 750 credits

Min top up $2 (20 credits)
Card price $1

Maimai price: 8 credits per game
With the $50 promotion, each game is $0.53.
At base price each game is $0.8, a rate that beats even the bulk price of Cow Play Cow Moo Suntec.

Review:
First off, the arcade is relatively quiet and spacious. It appears to have a focus on actual games- maimai and Wangan- rather than the chance games that most arcades have too many of. Because of this, there is a distinct lack of bright lights and irritating background sounds to distract from play. The rhythm game area is lit but not too brightly, while the Wangan area is darker which (in my opinion) is great for focus.

The staff here are really chill, and very helpful. They are generally polite and easy to make payment or request service with.

Even saying all this, I have not mentioned the two main advantages of this arcade: That maimai plays are incredibly cheap (at $0.67 per game), and that the equipment is in incredible condition.

The maimai machines here are very, very new. The buttons feel completely mint (despite I believe  two of the cabs being the previous gen) and I have yet to have any reason to question the hitreg... unlike with some arcades.

Also, this arcade has 4 maimai cabs (with 2 machines each). 2 cabs are the latest gen, while 2 are the previous gen. Because the sets of 2 cabs are far from each other, people only queue for 2 cabs on one side of the arcade, with groups often sticking to one side. This may alleviate queues for smaller groups.

It is a similar story with the Wangan machines. When I last played a few months back the shifters were very clean and tight, and the wheels felt new. This will probably not change soon as despite the number of machines, there are not a lot of Wangan players here. Another advantage for maimai players, arguably.

Lastly, the arcade is in a good location. It is the first shop you see coming down the escalator to the basement, and it is near to a toilet, Sheng Shiong, and Qiji nasi lemak.

As for downsides, the most obvious is the inconvenient location. Kinex is in a rather obscure place, and is a bit irritating to reach by public transport. The mall itself is (in my opinion) uninteresting, though at least the Daiso sells work gloves (but no winter glove) that can be used for maimai.

In addition, the arcade is of course not flawless. During my last session there was an issue with the Funtan card readers, which made all but one card (mine) unable to insert credits. However, since this issue was tackled immediately by the staff, and  also led to a rather fun incident where every single player in the arcade rotated to play a single song on one cabinet, I can forgive it. As for the card system, it is both convenient but also a bit cumbersome (credits take a couple seconds to register and the buttons are hard to understand), but I prefer it overall as it saves the hassle of a huge bag of tokens.

All in all, I don't regret buy 750 credits for 75 plays and I will be coming back. If I can just....find a more convenient bus and the time to travel down.

Oh, and the mall's bicycle rack sucks so. Have fun with that. Hope you like locking only one wheel. I just use the railings.",2025-06-21T05:25:23.533264600Z
ChIJpwIDRwAZ2jERR1DX82LLlE4,FunTan Singapore KINEX,https://maps.google.com/?cid=5662374257369763911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,3.4,23,5,"Kinex is similar to Virtualand, but quieter and with more Maimai machines.
The claw machines have alot of different setups, and some machines have a 'sure win' payout for consecutive wins written on a sign inside the machine or on the glass. Be sure to notify the staff first.
Speaking of the staff, most of them are nice and friendly!
The toys are official imports!
Current top-up promo is quite worth it ($50 for 560 points, average 15 points per play).",2025-04-02T14:09:39.073422Z
ChIJpwIDRwAZ2jERR1DX82LLlE4,FunTan Singapore KINEX,https://maps.google.com/?cid=5662374257369763911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,3.4,23,5,"2 maimai dx cabinets ($0.8/game)
*** added 2 more new ones as of 23 Apr
2 chunithm cabinets

overall cosy spot with little to no one visiting since it is far from PLQ and mrt stations. friendly staff(although there were only 2) and spacious place to play in.",2025-04-23T06:40:34.336164Z
ChIJpwIDRwAZ2jERR1DX82LLlE4,FunTan Singapore KINEX,https://maps.google.com/?cid=5662374257369763911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,3.4,23,5,"Around 60 cents per game for MaiMai and Wangan (2nd Best Price in Singapore) 🫡

8 MaiMai Machines. 12 Wangan Machines. 2 Piano. 2 Drum.

MaiMai Community is great (9/10) 👍
Wangan Community is tolerable..(4/10) 💀",2025-05-31T14:19:41.083546Z
ChIJpwIDRwAZ2jERR1DX82LLlE4,FunTan Singapore KINEX,https://maps.google.com/?cid=5662374257369763911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,3.4,23,5,Super friendly lady staffs here. Came here for the pokemon claw machine.Help to place the pokemon stuff toys nearer to chute when I asked for help. Enjoyed myself totally. The ladies were happy to help and friendly to chat with. Service from them were excellent. 2 thumbs up!,2025-05-14T13:07:43.663811Z
ChIJqXCCzSA92jER803p4eNVY4c,Hawkers' Street @ Tampines 1,https://maps.google.com/?cid=9755735655050726899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.7,2008,5,I always love to eat in Hawker Street Tampines 1.  I always enjoyed KOF plus the ambiance from the top looks relaxing. I also commend the Hawker Street’s staff services like Auntie Yeo Seok Gek. She’s very friendly and helpful to clean table. It’s always my go to every Sunday for lunch. There’s a lot of good food choices. 😊,2025-07-06T06:30:42.370279920Z
ChIJqXCCzSA92jER803p4eNVY4c,Hawkers' Street @ Tampines 1,https://maps.google.com/?cid=9755735655050726899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.7,2008,5,"This food court offers a wonderful hawker experience, with a wide variety of delicious food at reasonable prices.  While seating may be a bit close, it adds to the authentic hawker atmosphere😂.  Convenient cashless payment options are available, and tray return points are easily accessible. Fight for your seat, and just be mindful when walking the aisles with hot food.  I highly recommend it.💯",2025-04-05T02:41:29.445642Z
ChIJqXCCzSA92jER803p4eNVY4c,Hawkers' Street @ Tampines 1,https://maps.google.com/?cid=9755735655050726899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.7,2008,5,"Wide variety of stalls, many having awards and accolades plastered all over. Had the soup noodles from Jiak Song Mee Hoon Kway and although my soup had a burnt taste, was overall tasty although a tad salty for my liking. My dining partner had the fish head beehoon from Tai Seng Fish Soup. The soup was quite bland to me but they seemed satisfied with their meal.
Also had the mixed rojak which was decent. Will return to try other stalls.",2025-04-22T05:54:23.867053Z
ChIJqXCCzSA92jER803p4eNVY4c,Hawkers' Street @ Tampines 1,https://maps.google.com/?cid=9755735655050726899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.7,2008,5,"This food court is hands down one of the cleanest I’ve ever visited. It’s my second time here, and it continues to impress. The atmosphere is welcoming, and the variety of food options is fantastic.

The chicken rice, though, is the star of the show. Authentic, flavorful, and perfectly cooked—every bite feels like a treat. At just $4.80 for a chicken rice meal, it’s an incredible deal for such high-quality food.

If you’re in the area, this place is a must-visit. Highly recommended!",2024-12-25T11:38:16.722008Z
ChIJqXCCzSA92jER803p4eNVY4c,Hawkers' Street @ Tampines 1,https://maps.google.com/?cid=9755735655050726899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.7,2008,5,"We have come to Hawkers’ Street a number of times already. The myriad selection of food is yummy and appealing.

We especially like the King of Fried Rice, Ramen King and Jiak Song Mee Hoon Kway, Tu Tu Kueh and Hill Street Hainanese Curry Rice.

The place is clean and well-maintained by a group of upbeat and friendly staff.

The air-con is strong and the view of the MRT station and the park below is good.",2025-08-16T04:35:47.062601531Z
ChIJo5ZRgbYZ2jEROZjqx4L4vYU,Strength & Recovery Zone by The Muscle Lab SG,https://maps.google.com/?cid=9637132018226206777&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,5,239,5,I came in for some help with post back surgery and I was so impressed. I was able to open up my glutes and hips. Next time I’m in town I’ll come back to visit. Thank you Herman and team.,2025-08-16T02:55:54.568532124Z
ChIJo5ZRgbYZ2jEROZjqx4L4vYU,Strength & Recovery Zone by The Muscle Lab SG,https://maps.google.com/?cid=9637132018226206777&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,5,239,5,"Been for a few sessions of sports massage with Herman so far and have nothing but wonderful things to say. He is very kind and after each session, i feel so much better and can't thank him enough. His depth of knowledge is very apparent in the way he explains the process and what he is doing bit by bit in detail. After a few sessions, he explains how he can tell what im facing and how it all affects one another which helps me learn more about how to prevent/alleviate the main issue in the future. 10/10 would recommend Herman.",2025-07-20T12:47:25.291181262Z
ChIJo5ZRgbYZ2jEROZjqx4L4vYU,Strength & Recovery Zone by The Muscle Lab SG,https://maps.google.com/?cid=9637132018226206777&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,5,239,5,Had a 90-min sports massage session (+ cupping) with Yattz this afternoon. Yattz is such an engaging and friendly guy. He took the time to understand my concerns and made me feel at ease throughout the session. He is also very skilled and knowledgeable in the techniques that he used and provided me with more insight on the intended goal/result of each technique. My body feels much relaxed and agile after the session. Highly recommend! :),2025-04-27T11:51:11.334921Z
ChIJo5ZRgbYZ2jEROZjqx4L4vYU,Strength & Recovery Zone by The Muscle Lab SG,https://maps.google.com/?cid=9637132018226206777&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,5,239,5,"Herman is amazing. He is very easy going, good sense of humour, and has a great way of helping you through the pain. I went in with plantar fasciitis and he treated my feet and calf muscles, but also found that my hip flexors were tight. Great session and I am definitely feeling I have more mobility today (the next day).",2025-07-30T11:30:17.066971270Z
ChIJo5ZRgbYZ2jEROZjqx4L4vYU,Strength & Recovery Zone by The Muscle Lab SG,https://maps.google.com/?cid=9637132018226206777&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,5,239,5,"Had a really good session! My therapist, Izuan, worked on all my stiff muscles and got the tension out. He was very patient and helpful with his knowledge and experience. I felt super relaxed afterwards. Will definitely be back!",2025-07-14T12:44:37.936128790Z
ChIJjXems6cZ2jERep-fc4y_1qA,ISA Hotel & Apartment Hotel,https://maps.google.com/?cid=11589661301040717690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.5,241,5,"I had a lovely stay thanks to the incredibly kind and accommodating staff. While the room itself was simple and functional, the warm hospitality made all the difference. It’s always the people that make a place memorable, and in this case, the staff truly stood out. Thank you for the great service!",2025-07-19T11:18:15.866417720Z
ChIJjXems6cZ2jERep-fc4y_1qA,ISA Hotel & Apartment Hotel,https://maps.google.com/?cid=11589661301040717690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.5,241,5,"This is certainly a best case scenario for a cheap hotel. Rooms are tiny, but clean and comfortable. Bed is cozy. AC works well. Shower is nice. But most of all, the staff was very warm, friendly, and accommodating. I really enjoyed my stay. Great option at this price point!",2025-05-22T01:29:12.212869Z
ChIJjXems6cZ2jERep-fc4y_1qA,ISA Hotel & Apartment Hotel,https://maps.google.com/?cid=11589661301040717690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.5,241,5,"Overall a very pleasant stay at a very affordable price. Rooms were clean except for very minor details which were inconsequential to the stay.

Aircon was really strong, the window let a lot of light in and the location was perfect. Quiet but also close enough to Joo Chiat Road and ECP that I could easily pop by.

Highly recommend as a no frills place to stay for a couple nights!",2025-04-20T04:00:28.465705Z
ChIJjXems6cZ2jERep-fc4y_1qA,ISA Hotel & Apartment Hotel,https://maps.google.com/?cid=11589661301040717690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.5,241,5,"After our 12-hour flight from The Netherlands to move to Singapore, we had a truly lovely stay at ISA on Amber Road. From booking to checkout, the process and people were wonderful. Jhonna was our main point of contact and she was helpful, kind, and friendly with our every request. Our little dog was also greeted with warmth. The whole ISA team made our introduction to Singapore a delight.",2025-07-27T06:43:34.659265843Z
ChIJjXems6cZ2jERep-fc4y_1qA,ISA Hotel & Apartment Hotel,https://maps.google.com/?cid=11589661301040717690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,4.5,241,5,"The hotel is conveniently located. It is nearby mall, train station, east coast beach. Expressway is also very near.
Staff Jhonna is very friendly and the housekeepers are very warm and friendly too. They helped me with my huge luggage which I appreciate so much.
Parking is free in the hotel which is a plus for those who drive.",2025-06-06T04:25:27.634360Z
ChIJ7RvrZQkX2jERRytJMg974uY,KH Kinetics Autocare. Night- Friendly Car Workshop,https://maps.google.com/?cid=16636995278658415431&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,5,175,5,"I found Rex’s workshop through Google reviews, where he had a perfect 5-star rating. After my visit, I completely understand why! I’ve tried three other workshops before, but Rex is by far the best in both workmanship and service.

He is friendly, knowledgeable, and takes the time to assess the whole car, explaining everything clearly and patiently. You can tell he has a real passion for his job, which reflects in the quality of his work.

The service was thorough, and I left feeling confident that my car was in great hands. If you’re looking for a trustworthy and skilled mechanic, I highly recommend Rex and his team!",2025-03-26T14:36:35.537543Z
ChIJ7RvrZQkX2jERRytJMg974uY,KH Kinetics Autocare. Night- Friendly Car Workshop,https://maps.google.com/?cid=16636995278658415431&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAAYBCAA,5,175,5,"Rex is the best mechanic to visit hands-down, especially for office workers. The prices he charges aren’t only reasonable, but the quality of his work is staggeringly good.

I brought my WRX to Rex (cheeky pun) after office hours, and he not only honored the original timing, but he also did an amazing job servicing my car. Also had a great chat with him as he also owns an WRX STi too. Will definitely come back in the future for all my car servicing needs, thanks again bro 👍",2025-03-18T08:07:30.584612Z
