text,label
Nick was fantastic to work with. Was always available to answer questions and did a great job explaining the entire mortgage process. Made the entire experience stress free. Highly recommended.,1
I have gone there for 5 yrs and will keep going.,1
great service!,1
Great personal car service. Small but detail oriented mechanics who know customers personally. One of the best auto service shops in town.,1
Good shop honest and fair. Thanks,1
Great customer service,1
Thanx,1
"Why buy new when chances are you could find it used and at a small fraction of the original price?  While mostly office-related supplies, there are also one-of-a-kind items that come from any of the state government offices and operations. From an old darkroom timer, to an old firetruck. Great deals on laser printers.",1
Different selection every time I go.  Has a flea market feel to it.,1
For all your state surplus needs!,1
The best...well maintained...plenty of space...machines wash clothes clean...portion your loads ...awesome,1
A place set-up to get the job done... nothing fancy but very functional.,1
An honest mechanic ... nuff said.,1
Best service station in Bennington vt.,1
Awesome selection and always find something new and fun,1
Super helpful with the renting of a trailer. I've rented a fair number of Ryders and UHauls and I swear I've never had someone so caring hook up to my truck. Treated me like a neighbor and not just a customer.,1
"When I was a kid, Greg used to fill up my bike tires and tighten it up or replace parts after did some dumb stuff. As an adult, this was the only place I would bring my car for any work. This is easily the best auto shop I’ve come across & not just in Rutland!",1
"Since moving to Rutland in 2011, Greg's Auto is the only place my husband and I have taken out vehicles for repairs. They are honest, hard working and usually do the job for less than they quote. Great group of guys who are dedicated to amazing service.",1
Best place to purchase gasoline. They pump it for you with a smile! Great service!,1
Yummy ice cream,1
Inexpensive.,1
Delicious!,1
We have been using VTel Wireless for about a year now. Service has been fantastic. Never a hiccup or outage. Just called them up had the modem next day and good to go. Plenty fast enough and the data cap really hasn't been a bother.  We are at about $90 a month but given the alternatives on my road (satellite and dial-up and contract cell) its the best choice. You guys rock.,1
Professional.  Welcomed my pet. Tasty apple from the barrel. Fastest Internet fiber optic,1
"Good customer service, comparable rates.",1
Got the job done,1
Gotta keep those wheels clean,1
"The studio center is a wonderful place in town to see lots of cool art. I recommend looking at which artists are in/looking at the hours because it's not always open studio. Certainly, though, worth the trip. When they have open nights, there's some incredible stuff.",1
Could use a little more meat,1
"It appears I'm just going to be repeating in this review, but oh well. Service was decent and the restaraunt was nice. The deviled eggs were terrible, no one at the table grabbed a second one. I ordered steak, well done. The thing must have had 1/4"" of char on it, both sides. The ""bacon dust"" the use is very odd in texture, and has very little taste. I don't believe it belongs on food, my wife was in agreement on both points. The fries were pretty good if you could get past most of them being less than a inch long, and my wife said her burger was good. I expected better for the price. I guess this explains why the dining area was practically empty and prohibition pig had a 90 min wait on a table",1
"Great cod and corn bread, brussels sprouts w/maple bacon, crazy nachos and a heart of palm po'boy in need of something more...but generally very good!",1
"Allium is pretentious and uncomfortably neuvo-riche. They don't make any effort to make you ever want to come back because they don't expect you to.   Attempting to cater to visitors to Stowe, they forget that they're actually in Waterbury, and have made it abundantly clear that they have no interest in truly local products, music or art, while all the time pretending that they do.  I certainly won't frequent this place and wonder why they bothered to set up shop in Waterbury where they have no interest at all in the Community.",1
"It is a great place to get a drink with pool tables available, and events going on throughout the year. After visiting with a friend, I decided a membership is well worth it.",1
Great staff. Good prices,1
"Nice clean, pleasent place to do business   with",1
Parking is available along with being able to catch the bus,1
Not bad parts. Just purchased wipers and it seems like one is working better than the other. But definitely better than my older ones.,1
Good place. Comfortable environment. Can't find you what you need.,1
What else needs to be said? These people love animals and do a great job. If u want to adopt a pet this is the place,1
Great staff and very helpful. Staff shows they genuinely  care for their animals,1
Beautiful hearts doing beautiful things for beautiful animals <3,1
Great place to adopt from.,1
I love this place,1
We got creemies and they were very yummy.,1
"It has moved south on Rt 12 to Bethel, VT, where ""Onion Flats"" used to be.

NEW ADDRESS: 2659 Pleasant St, Bethel, VT 05032",1
Awesome food,1
"Great service, great guys.  Always steer you right 🤣",1
Great lighting not too cold and the concession stand is great!!,1
Had some minor work and an inspection done on my motorcycle. Fair pricing and good service.,1
Very helpful in a pinch,1
Love the Michigan's in the real Hamburg.,1
"The pharmacy here is an absolute mess. There's several decent people working back there that are overworked and underpaid. They have bizarre rules that when brought to other pharmacies I have no problems with. If you get out of there with a prescription filled, covered by insurance, and actually processed within an hour you are the lucky ones. There is one very grumpy lady there with brown hair small build. She always has an attitude and gives as little information to you as possible when your script is delayed for the 3rd time. Even my doctors celebrated when I switched to Kinney for my scripts because they hate having to work with the people at this particular walgreens. Get out while you can!",1
Owner is a real treasure to the state. Accommodating to the public and maintains this bridge so nicely.,1
"B.G.'s is a great small town grocery store with a good number of essentials, a nice selection of snacks, and a friendly staff. If you're just visiting the area and want a truly authentic local experience, pop in and say hello.",1
A little bit of everything!,1
"Always a cool,place ..The fudge is Amazing!",1
A nice shop to buy stuff,1
"Mildly overpriced compares to Thrifty in Londonderry and Chester Fam Ctr but otherwise good. Clean! And, they have a good used furniture store down the road. Food shelf here too and support for community members.",1
Good people good stuff,1
Good store,1
"The food is amazing, the prices are awesome, the variety is wonderful, the atmosphere is welcoming, it's outdoors, it happens every Friday through the summer, and you'll always want to go back for more!",1
"Great service. I have leased two brand new Silverado 1500 trucks from Langway. Have been treated very well. Everytime I go there I am greeted with a smile and get all of my questions answered about upcoming models or about any vehicle on the lot. I've never had any issues with getting oil changes, tires or any other services. I was able to get a small dent on my rocker panel fixed very quickly at a very reasonable price. I had I the truck back in less than a week and it looks as good as new I was very pleased with the body shop.",1
I had a great experience working with John Beshara at Langway of Manchester.  John was extremely helpful.  He listened to my needs and responded to my phone calls and emails right away.  He went over and beyond to help when other dealers would shy away.  I would highly recommend this dealership.,1
Great food and drinks... easy access to travelers,1
Good food and good service.,1
"Most of the employees are great, half of them, however, don't listen. They are continually mixing and or making mistakes on orders whether over the phone or in person. They are out of their popular sandwich ingredients more than not. My advice is less chit chatting and goofing off and more focus on the customers.",1
"When I get sick of McDonald's, this is my go to place.",1
I visited the gas station the subway was in. I didn't go in.,1
Wonderful place,1
This local incubator space is also a great spot to have networking meetings of any sort.  Ample meeting rooms and kitchen/facilities if needed. Cool tech oriented motif/atmosphere.  Lots of fun and interesting people to spark up conversations with in passing.,1
"VCET is an amazing space for more reasons than great interior design, super easily scheduled conference rooms and funformative (fun + informative) events; the people make up a community that is unmatched.",1
"Really liked the space and the work David and his team has been doing to promote entrepreneurship, technology and innovation in Vermont and the entire New England region.",1
Best co-working space in Burlington,1
Fast service!,1
Your average family dollar.,1
Friendly staff great location,1
Awesome cafe! Would love to gather a bunch of friends here for a hangout in the future.,1
"Great staff, tons of games, and the best pretzel i have ever had. Love this place",1
"Esox, is the trashiest of Burlington dive bars, but in the best way. Cheap drinks, a good jukebox, friendly drunks, everything is as advertised. Don't take a first date here, unless they're that sort of date.",1
"This is a dive bar through and through, and is not a conventional 4 star establishment. Nothing is super special about the drinks, the bar is not pristine by any means and the bar staff can be a bit rough around the edges. However, this is a great place to go to have interesting conversation and a pitcher of cheap beer, so if you go in with that mindset you will not be disappointed.",1
Great place if you like dive bars. Super strong drinks.,1
Omg. Everyone is awesome. Will return for sure. Just amazing.,1
It's cheap take your time enjoy the fine line of beauty,1
A quant and interesting antique / collectable shop. Never know what treasures you'll find!,1
Interesting selection - but rude service ------ would never go back!,1
"Great little hardware store.  Chester's fried chicken at the market.  They also have a fine assortment of wine, cheese and gourmet crackers, which always makes me happy.   I guess it's a market for us locals, but for the flatlanders as well.  That's why the great crackers a cheese!  I love one of the managers there, I could talk to her all night long!",1
"A great selection of quality natural foods and fresh baked breads! Friendly service, too.",1
"Easy, fast, priced fairly. For quick turn change overs or tires you could do a lot worse. Online reservations are useless when they are busy. Just call. Knocked tham back to 3 stars for that and price. $120 for a tire changeover felt high.",1
Good people and great service five star rating all the way!,1
"Had a tire change over and new rims installed. Service was excellent! Very nice store, staff was friendly. The work was completed quickly with no wait at a very reasonable fee. Thanks!",1
"You're unable to enter the store more than 3 ft, they've set up a makeshift counter out of old wood & you have to give them your list of what you're after, which actually saves me money because I have a habit of buying things I don't need when I browse lol but yeah I hope it goes back to normal soon!",1
Good programs,1
Nice,1
"Staff was awesome! Great experience, and found a seltzer I love!",1
Amazing experience! Cool place to chill with friends and throw axes,1
Matt and staff are the best groomers and boarders we have ever had the pleasure to work with. Whenever we visit the Burlington area we take our girl to have her own Airbnb/spa experience! She is always hesitant to leave.,1
Matt Rocks!!! Our pittie thinks so too!  Thanks for all that you do WOI !!!,1
Make my Petey look great,1
Love bringing my car here for work,1
"Dr Kellner & staff have taken very good care of me for 9 1/2 yrs.  They suggest what's best for me but allow my mom to make decisions on what's best for her too.
I can't say enough good things about them!",1
Fantastic veterinary care. Great staff.,1
These folks take great care of my furry friends.,1
Great cruise across the lake,1
Great sales and service we bought several cars and always been great,1
Great antique place,1
nothing says summer like the scent of laundry co-mingled with the TASTIES CREEMEES and kindest service this side of the Rio Grand? Or do I mean the Winooksi? Top notch flavors and great music too. 100% recommend,1
"We love their scratch made creemee base and are so excited they have Curly Girl Pops and Miss Weinerz Donuts!! The rotating flavors keep things interesting, and keep us coming back for more",1
"Little Gordo has some of the best creemee flavors in VT! Tons of unique toppings (peanut brittle, fruit loops, creme brûlée!) and out of this world creemee flavors (horchata, matcha, peach, their maple/coffee is my personal favorite!).  They are always so friendly whenever we go (we even got a free puppy sundae the first time we went!) I highly recommend you visit them, you won’t be disappointed!",1
"Staff and dentist very professional, provide quality dental services. I have been going to this dental office for several years and highly recommend them. I have never had a bad visit and they ensure a nearly pain free dental experience.",1
Very friendly and helpful service. A great crew and knowledgeable staff.,1
The buying process was awesome. The crew that showed up to put the two halves together was great. The next crew we got was horrible. The lead person was here maybe five six hours a day and we had concerns regarding him. Follow-up care was good. Two of the three guys that showed up to complete the first crew mistakes ( which seems alot) helped us out. There's different crews that show up. Our doors still don't line up right and has gaps. They do follow up however our one years about up and still things are still not right. We had a rainstorm where the rain hit the door and was literally coming through the cracks in the door. The vet was never done for the propane to let water escape so it ruined underneath our floor and we have a bump in it which has never been fixed. We were told by one of their employees that the house wasn't lined up right that's what causes the gaps in the doors. The pipes weren't installed right which caused leaks and having them to come out which we don't know the extent beyond them just replacing the baseboard which is all they were willing to do. What we thought we were getting and what we finish with is not the same product as what you see at their location or at their project site in Barre Town. Remind you this home is not even a year old and people have been out at least five to six times.,1
Not bad place just make sure they have your order right,1
Fast service and nice greeters!,1
great place,1
Just another pizza place it okay,1
Thank you for the dead pies,1
"I love this place! The staff is generally very friendly and helpful,  the menu is enormous, food is good, and the portions are huge!",1
"Great staff very friendly, very knowledgeable",1
Nice,1
"Tight fitting store, but you will find a lot of comics, TPB and HCs hear.  A lot at slashed prices.  Making me think about coming back when I have a lot of money and time to spend.  Guy that was there was very nice.  Oh yeah, store is actually in Berlin, VT and not Barre, VT.",1
This is a great comic store with an amazing amount of comics and some really good deals.   Hard to believe it is here in Vermont.,1
"Great place, lots of vintage toys and comics. Great prices",1
Great guy who owns it. Kind of small but there is alot of stuff and I always find what I need,1
The owner is very knowledgeable and helpful. He has great prices and inventory. Check them out,1
Clean laundromat conveniently located in Manchester Center ... The only complaint is no public restrooms for patrons.,1
Clean laundromat with working equipment and friendly staff.   I believe they also have a laundry service.,1
Love this place!,1
Advised Taproom was the best restaurant in town and they did not disappoint.,1
I enjoyed the beer here it was a great atmosphere,1
The community meeting space is an excellent venue for our quilt guild meetings.,1
Friday nite dinner out,1
Awesome donuts,1
Great grinders,1
i like this,1
I have always loved this store and the variety of items they carry has only grown more and more impressive over the years.,1
Terrible service ! !!! All I heard from the employees was about there dosage at the bartt clinic then the cashier sat there for ten minutes nodding out slandering another customer to her current customer! !! Will never set foot in that store again needed to go home and shower!! ! Don't waste your time spend the extra couple $ in gas and go to the derby one where the cashiers aren't junkies and rude!!!,1
Gr8 new store even has freezer food,1
TNT EXPLOSIVE TATTOO,1
Best place to get your computer repaired in the North East kingdom.,1
Completed service as planned and kept to the quote.,1
Great people and really good service,1
Great place to work great people,1
Great place to have work done to ur car,1
Awesome repair shop. These are the only mechanics I trust. Another shop said I needed 4 new tires since I had a flat. Since my car is all wheel drive they said I neded to replace all 4 wheels for 700$. I then took the car to Kyle's and they said my bad tore was fine and patched my tire for 30 bucks. Drove on it for two more summer seasons. That is why I only trust my car to Kyle.,1
Kyle and Josh are by far an amazing team. One can't fix it they work together at it. Jade is the one to go to for uhaul and she is the girl for the gasing you up. Awesome team here.,1
Kyle is a hands on proprietor who can do just about anything to cars and trucks. He is friendly and scrupulously honest. If he can't handle your repair he is quick to recommend his local colleagues.,1
Very accommodating,1
Go in on Sunday an talk to Mark he will help you out he is very smart an will help you out,1
"Food was good, location was great for eating outside.",1
Great food,1
Took very good care of Feral Cat and her kittens.  Thank you! Mom has been fixed and kittens will be tamed and adopted,1
"Really nice people helping adorable animals. They let my family come and visit with the dogs, which was great for my children. It is helping them get used to dogs with different personalities while we prepare to adopt in the near future. We are thankful for these opportunities and will be back next weekend to visit and play some more!",1
No kill  shelter. Contributions for their  addition  welcomed.  Adopt.,1
Just recently adopted a wonderful cat from here. They were so helpful in helping us through the whole process or medication and showing us the perfect pet that would match the cat I already had. I would totally adopt another animal from here when I can!,1
